Zone,Channel Name,Bandwidth,Power,RX Freq,TX Freq,CTCSS Decode,CTCSS Encode,TX Prohibit
Public Safety,TC-Fire-Disp,12.5K,High,154.43,154.43,88.5,Off,On
Public Safety,TC-Fire-TAC5,12.5K,High,154.01,154.01,203.5,Off,On
Public Safety,TC_Tac-1,12.5K,Low,155.55,155.55,136.5,Off,On
Public Safety,TC_Tac-2,12.5K,Low,156.15,156.15,88.5,Off,On
Public Safety,TC_Tac-5,12.5K,Low,154.8,154.8,Off,Off,On
Public Safety,TC_Tac-9,12.5K,Low,158.858,158.858,107.2,Off,On
