Zone,Channel Name,Bandwidth,Power,RX Freq,TX Freq,CTCSS Decode,CTCSS Encode,TX Prohibit
MURS,MURS-1 151.820,12.5K,High,151.8200,151.8200,Off,Off,On
MURS,MURS-2 151.880,12.5K,High,151.8800,151.8800,Off,Off,On
MURS,MURS-3 151.940,12.5K,High,151.9400,151.9400,Off,Off,On
MURS,MURS-4 154.570,25K,High,154.5700,154.5700,Off,Off,On
MURS,MURS-5 154.600,25K,High,154.6000,154.6000,Off,Off,On
